    Residual          Y-hat        Observation
    0.378627         20.2112         20.5898    
   -0.795143         18.9310         18.1358    
    0.698995         20.5606         21.2596    
     1.33424         19.6711         21.0053    
   -0.209353         19.2172         19.0078    
   -0.866703         19.3314         18.4647    
    0.611521         19.7337         20.3452    
    0.205895         19.6398         19.8457    
   -0.722465         19.2204         18.4979    
   -0.227257         18.9777         18.7505    
    0.113836         19.9224         20.0362    
   -0.559921         19.4262         18.8663    
   -0.270460         19.4413         19.1709    
    0.740429         20.6058         21.3462    
   -0.218665         19.5597         19.3410    
   -0.200491         19.6985         19.4980    
   -0.424704         20.3116         19.8868    
   -0.170649         19.7843         19.6137    
    0.293910         20.5246         20.8185    
    0.629828         20.5077         21.1375    
    0.907963         19.9288         20.8367    
    0.371318         20.5820         20.9534    
    0.270867         19.4361         19.7070    
    0.193908         20.0097         20.2036    
   -0.406020E-01     19.7539         19.7133    
   -0.963535         19.2664         18.3028    
   -0.464784         19.2913         18.8265    
   -0.544715         19.2041         18.6594    
    -1.75491         20.0816         18.3267    
   -0.207657         19.6519         19.4443    
   -0.230234         19.4173         19.1870    
    0.330901         20.1591         20.4900    
   -0.127390         20.6324         20.5050    
    0.289703         18.1161         18.4058    
    0.274062         20.0971         20.3712    
     1.50236         21.0377         22.5401    
    0.231636         19.8117         20.0434    
   -0.778566E-01     19.7133         19.6354    
    0.634247E-01     20.0206         20.0840    
    0.935641         19.5417         20.4773    
   -0.818655         18.9053         18.0867    
    0.461042         21.5131         21.9742    
   -0.141370         19.6440         19.5026    
   -0.913768         18.9621         18.0483    
    -1.52203         18.1382         16.6162    
    -1.03897         19.5821         18.5432    
    0.268073E-02     19.6290         19.6317    
    0.945627         20.8296         21.7752    
    -1.32244         18.3559         17.0334    
    0.397059         20.0283         20.4254    
    0.617663E-01     19.8390         19.9007    
    0.510843         20.2519         20.7627    
     1.35660         20.9005         22.2571    
   -0.385672         20.2900         19.9043    
    0.177593         19.9919         20.1695    
    0.460347         19.7801         20.2404    
   -0.351270         19.9514         19.6001    
    0.403476         18.6399         19.0434    
   -0.774270         18.9821         18.2078    
    0.731018E-01     20.1333         20.2064    
   -0.852448         18.8685         18.0160    
   -0.798937E-01     19.7305         19.6506    
   -0.559506         19.1880         18.6285    
    0.505033         19.7515         20.2565    
    0.528768E-01     19.9315         19.9843    
   -0.772545         18.9556         18.1831    
    -1.36883         18.3053         16.9364    
   -0.602443         19.3264         18.7240    
   -0.663448         19.5183         18.8549    
    0.364314         20.1955         20.5599    
    0.391008         19.8262         20.2172    
   -0.449456         19.5474         19.0979    
     1.22927         21.4373         22.6666    
   -0.842778E-01     19.2588         19.1745    
    0.289798         19.8617         20.1515    
    -1.20771         18.7909         17.5832    
   -0.563397         19.4787         18.9153    
    0.317737E-01     19.8329         19.8646    
   -0.628400E-01     20.1292         20.0664    
    0.227186         20.0460         20.2732    
   -0.753768E-01     19.2756         19.2002    
   -0.299584E-01     20.8258         20.7958    
    0.499012         19.4715         19.9705    
    -1.37635         18.8548         17.4785    
    0.248494         19.6666         19.9151    
   -0.931440E-01     19.6966         19.6035    
    0.680377         20.5403         21.2206    
    0.372000         20.2039         20.5759    
   -0.614626         19.1278         18.5132    
   -0.209293         19.5699         19.3606    
    0.282873         19.1928         19.4757    
    0.115851E-01     19.8108         19.8224    
   -0.106513         19.0731         18.9666    
    0.976871E-01     19.9047         20.0024    
   -0.446504         18.7256         18.2791    
   -0.610309         20.2002         19.5899    
     1.14213         21.0439         22.1860    
    0.402599         20.2373         20.6399    
   -0.307094         19.2684         18.9613    
   -0.680401         19.0561         18.3757    
    -1.23010         18.4566         17.2265    
    0.721414         20.5850         21.3064    
    0.974784         20.3604         21.3352    
    -1.64357         19.9050         18.2614    
   -0.537855         19.4542         18.9163    
    0.554666         20.1270         20.6817    
   -0.144765         19.5121         19.3673    
   -0.311689         19.0932         18.7815    
    0.285742         19.9242         20.2100    
    0.466046         20.3065         20.7725    
   -0.476147         19.1690         18.6928    
   -0.432183         19.3268         18.8947    
   -0.987892         18.7207         17.7328    
    0.840731E-01     19.3008         19.3849    
   -0.411650         19.6740         19.2623    
   -0.195467         19.4173         19.2218    
    0.187917         20.0032         20.1911    
    0.227535E-01     17.9371         17.9598    
    0.525262         20.3711         20.8963    
    0.276328         20.8947         21.1710    
    0.792125         19.8457         20.6378    
     1.43269         21.3608         22.7935    
    0.539529         19.7145         20.2541    
    0.911821E-01     20.6782         20.7694    
    0.316045         20.1429         20.4589    
    0.415082         21.2320         21.6471    
   -0.245520E-01     19.3201         19.2956    
    0.862380E-01     19.9319         20.0182    
    0.527479         20.6400         21.1675    
   -0.851933         18.8690         18.0171    
     1.20278         20.5370         21.7398    
    0.290867         19.0953         19.3862    
    0.639735         20.6471         21.2869    
    0.532934         20.6419         21.1748    
    0.234939         20.0544         20.2894    
   -0.743074         19.1067         18.3636    
    0.542591         20.0373         20.5799    
    0.786298E-01     19.8840         19.9626    
   -0.746144         20.2721         19.5259    
   -0.793340         19.7403         18.9470    
    0.168786         19.9823         20.1511    
    0.791801         20.6618         21.4536    
    -1.00124         20.2817         19.2805    
    0.130239         19.3285         19.4587    
   -0.404475         19.5683         19.1638    
    0.504446         20.3396         20.8440    
   -0.115378         19.2842         19.1688    
    0.192465         20.0081         20.2006    
   -0.784422         18.8457         18.0613    
   -0.167885         20.5450         20.3771    
    0.616310         20.4704         21.0867    
     1.16978         20.5640         21.7337    
   -0.759729         18.9696         18.2099    
    0.227321         19.9281         20.1555    
    0.379706         20.4737         20.8534    
    0.502715         20.3465         20.8492    
    0.309551         20.1358         20.4454    
    0.243985         20.0643         20.3083    
   -0.127854         19.5489         19.4210    
    0.592361         19.8907         20.4830    
    0.375943         20.2082         20.5842    
    0.352463         19.6148         19.9672    
    0.723558         20.5874         21.3109    
    0.482002E-01     20.0934         20.1416    
   -0.720255         19.0126         18.2924    
    0.969821         20.8560         21.8258    
   -0.866075         18.8536         17.9875    
    0.318817         19.6497         19.9685    
    0.188925E-01     19.8188         19.8377    
   -0.157986         19.8054         19.6474    
   -0.235889         19.5409         19.3050    
    0.444942         20.2835         20.7284    
    0.661642         20.5198         21.1815    
   -0.621848         18.9637         18.3419    
     1.46732         21.1393         22.6066    
    0.263462         19.6865         19.9499    
    -1.11769         18.5792         17.4615    
    0.194426         19.8096         20.0041    
    0.299017         20.1234         20.4224    
     1.28602         21.2881         22.5741    
    0.491466         20.5640         21.0554    
    -1.04198         18.6617         17.6198    
   -0.357680         19.4081         19.0504    
    0.546716E-01     19.8578         19.9125    
    0.295401         20.1261         20.4215    
     1.17337         21.2093         22.3827    
    0.102272         19.4560         19.5583    
    0.923506         20.3404         21.2639    
    0.874776         21.2685         22.1433    
   -0.568380E-01     18.4393         18.3825    
    0.374062         20.2062         20.5802    
    0.844810E-01     19.1619         19.2463    
   -0.669188E-01     19.7252         19.6583    
    0.422007E-01     19.9961         20.0383    
    0.771378         20.4013         21.1727    
    0.864201         20.7223         21.5865    
    0.615223         20.0540         20.6692    
   -0.540365         19.4565         18.9161    
    0.304384         20.1302         20.4346    
   -0.769076         20.6463         19.8772    
   -0.790032         18.9365         18.1465    
   -0.265891         18.9817         18.7158    
    0.466514E-01     20.4843         20.5310    
   -0.150142         20.6708         20.5206    
    0.112208E-01     20.2325         20.2437    
   -0.249107         18.6415         18.3924    
    0.753531         20.0413         20.7948    
    0.114541         19.7949         19.9094    
   -0.603141         20.4595         19.8564    
     1.18582         22.0768         23.2626    
   -0.270180         19.5035         19.2333    
   -0.236609         19.5401         19.3035    
    0.120094         19.9292         20.0493    
    0.464657         20.0594         20.5241    
    0.131249         19.9414         20.0726    
    0.161722         19.2552         19.4169    
    0.713796         20.5767         21.2905    
    0.728845         20.7190         21.4478    
    0.289988         20.2271         20.5171    
   -0.129872         20.0354         19.9055    
    0.211333         20.0287         20.2400    
     1.13271         19.9070         21.0398    
    0.522003         20.4206         20.9426    
    0.599330         20.4519         21.0512    
     1.22332         21.4163         22.6397    
   -0.563086         19.7526         19.1895    
   -0.197715E-01     18.7790         18.7592    
   -0.984622E-01     19.6908         19.5924    
    -1.04925         19.5377         18.4885    
   -0.267838         19.5061         19.2382    
    0.538561         20.3856         20.9242    
   -0.159753         19.5815         19.4218    
    0.132174         19.3743         19.5065    
    0.336171         20.1649         20.5010    
   -0.405786         19.5952         19.1894    
    0.655096         20.5127         21.1678    
    0.248600E-01     19.5754         19.6003    
    -1.19457         18.4953         17.3007    
   -0.130608         19.1567         19.0261    
   -0.170475         19.6123         19.4418    
    0.346786         19.4494         19.7962    
    0.202851         20.0268         20.2297    
   -0.653044         19.0356         18.3825    
   -0.248895         19.5267         19.2778    
    0.675374         20.2872         20.9626    
    0.114841         19.9235         20.0383    
   -0.655201         19.0836         18.4284    
   -0.361365         19.4041         19.0427    
    0.226551         20.0453         20.2718    
    0.693150         20.5542         21.2473    
    0.159969         19.1017         19.2617    
   -0.772196         18.9560         18.1838    
   -0.944906E-02     19.7879         19.7784    
    0.168394         19.9819         20.1503    
    0.274048E-01     19.8281         19.8555    
   -0.897624E-01     19.7003         19.6105    
   -0.165378         19.4985         19.3331    
   -0.546312         19.2024         18.6560    
   -0.296648E-01     19.7658         19.7362    
   -0.367356         19.3975         19.0302    
    0.540931         20.2749         20.8158    
     1.24720         21.1319         22.3791    
    0.923544E-03     19.7992         19.8001    
    -1.25165         18.4331         17.1814    
    0.945902         20.7472         21.6931    
    0.174528         19.8846         20.0592    
   -0.800672         19.1502         18.3496    
    0.964850         20.6193         21.5842    
   -0.593825         19.5238         18.9300    
    -1.30208         18.3047         17.0026    
    0.127657         19.9374         20.0651    
   -0.857313         18.8827         18.0254    
    0.238077         19.9645         20.2026    
    0.954589         20.8393         21.7939    
   -0.814592         18.9098         18.0952    
    0.332764         19.7744         20.1072    
    0.134691         17.9474         18.0821    
   -0.698458         19.0364         18.3380    
    0.463496         20.6285         21.0920    
    0.312764E-01     18.9101         18.9414    
   -0.305131         19.4654         19.1603    
   -0.269724         19.5040         19.2343    
    0.322430         20.8948         21.2173    
    -1.13308         18.5624         17.4293    
   -0.889517         19.3383         18.4488    
    0.280968         20.1046         20.3856    
   -0.141491         20.1554         20.0139    
   -0.361579         19.4038         19.0423    
     1.37677         21.2998         22.6766    
   -0.809241         18.4822         17.6730    
   -0.679597         18.7920         18.1124    
    0.786560         20.4612         21.2478    
    0.230257         19.2183         19.4485    
   -0.373867E-01     19.8683         19.8309    
   -0.498886         19.6702         19.1713    
    0.591904         20.8875         21.4794    
   -0.314535         19.4551         19.1406    
    0.626074         20.4810         21.1071    
   -0.345630         19.4550         19.1094    
   -0.684784         19.0513         18.3665    
     1.16700         20.9445         22.1115    
   -0.228642         19.5488         19.3202    
    -1.46383         18.2017         16.7378    
   -0.187479         19.5937         19.4062    
    -1.78033         17.8565         16.0761    
    0.129362         19.9393         20.0687    
    0.646280         20.5031         21.1494    
    0.614514         20.8743         21.4888    
     1.01653         20.9069         21.9234    
   -0.368122         19.4135         19.0454    
   -0.113108         20.8908         20.7777    
    0.311092         20.2099         20.5210    
    0.586050         20.4374         21.0234    
   -0.123321         19.6637         19.5404    
   -0.289690         18.9620         18.6723    
   -0.239385         19.7472         19.5079    
    0.505627         20.3497         20.8553    
   -0.699041E-01     19.4499         19.3800    
     1.03199         19.2688         20.3008    
    0.378560         20.2617         20.6403    
   -0.310120         19.0605         18.7504    
    -1.03797         19.0621         18.0241    
    0.193339         19.4848         19.6781    
    0.836265         19.7088         20.5450    
    0.468197         20.6611         21.1293    
    0.524994         20.8623         21.3873    
    0.845844         20.1577         21.0035    
     1.18328         20.4869         21.6701    
    0.911154         21.0801         21.9912    
   -0.180017         20.0836         19.9036    
   -0.609521         19.4671         18.8576    
   -0.455755         19.8847         19.4290    
    0.345051         20.2436         20.5886    
    0.213906         19.9069         20.1208    
   -0.333709         19.6338         19.3001    
    0.516046         20.2514         20.7674    
    0.645163E-02     19.8146         19.8210    
     1.78614         20.3172         22.1033    
    -1.76747         18.9625         17.1950    
    -1.11066         18.1584         17.0477    
    0.277278         20.4505         20.7277    
   -0.811266         20.4333         19.6220    
    0.834580E-02     19.6020         19.6103    
   -0.147493         19.3222         19.1747    
   -0.420567         19.2745         18.8540    
     1.02819         21.3215         22.3497    
   -0.234822         20.1530         19.9181    
   -0.619543         19.7318         19.1122    
    0.353950         20.1596         20.5136    
   -0.857609E-01     19.9951         19.9094    
   -0.760138         20.7112         19.9511    
    0.261656         20.3754         20.6370    
     1.42645         20.2789         21.7053    
   -0.714600         19.0864         18.3718    
    0.814411         20.5681         21.3825    
     1.35021         21.5493         22.8995    
    0.176506         20.7285         20.9050    
     1.12166         20.6088         21.7304    
   -0.111890         19.4836         19.3718    
    0.964752         20.3756         21.3404    
   -0.260665         19.7073         19.4467    
   -0.518816         19.2447         18.7259    
    -1.11377         18.6533         17.5395    
   -0.580451         19.0734         18.4929    
   -0.513028         19.4114         18.8984    
     1.67700         21.0280         22.7050    
   -0.759172         19.8935         19.1343    
   -0.473811         19.2585         18.7847    
    0.685285         19.5876         20.2729    
    0.693108         19.9356         20.6287    
    0.787676         19.3468         20.1345    
    0.761541         19.8949         20.6564    
    0.464229         20.2140         20.6782    
    0.638028E-01     19.9956         20.0594    
   -0.467529         20.0893         19.6218    
    0.509258E-01     19.8263         19.8772    
   -0.474026         18.9202         18.4461    
   -0.248643E-01     19.1754         19.1505    
    0.228198         19.6078         19.8360    
   -0.256432E-01     19.3412         19.3156    
   -0.669445         18.8236         18.1542    
   -0.177713         19.5576         19.3799    
    0.927082         21.0688         21.9959    
     1.24127         21.3623         22.6036    
    0.773711         19.6856         20.4593    
   -0.405267         19.7027         19.2975    
   -0.216382         19.5166         19.3002    
    0.172775         20.7485         20.9213    
   -0.420933         19.8995         19.4785    
    0.369940E-01     20.1492         20.1862    
   -0.147844         19.2490         19.1012    
   -0.642126         18.7058         18.0637    
    0.760127         20.2255         20.9856    
    0.540036         20.3628         20.9028    
   -0.357602         19.6532         19.2955    
   -0.942169         19.2580         18.3158    
    -1.30269         19.1171         17.8144    
   -0.292297         19.6755         19.3832    
    0.605217         20.0164         20.6216    
    0.589499         19.5848         20.1743    
    0.525111         19.8449         20.3700    
    -1.67202         18.6467         16.9747    
     1.04988         20.4410         21.4909    
   -0.644938         19.5167         18.8718    
   -0.757524E-01     19.8271         19.7514    
     1.33732         19.7956         21.1329    
   -0.849556         18.5490         17.6994    
   -0.612342         18.5977         17.9854    
    0.293201         19.2857         19.5789    
   -0.192731         19.1810         18.9883    
    0.745185E-01     19.5168         19.5913    
    0.432066         21.5097         21.9418    
   -0.787922         21.3653         20.5774    
   -0.868817         20.2615         19.3927    
    -1.79553         19.3829         17.5874    
    0.846210         21.0427         21.8889    
   -0.243166         19.6496         19.4065    
   -0.564109         19.2350         18.6709    
   -0.303019         19.9122         19.6092    
   -0.716300         20.3851         19.6688    
     1.13181         20.2155         21.3473    
    -1.01937         19.5259         18.5065    
    0.552911E-01     19.6284         19.6837    
    -1.33712         18.8214         17.4843    
    0.160073         20.5649         20.7250    
    0.408314         20.5244         20.9327    
   -0.596912E-01     20.0537         19.9940    
     1.05647         19.9384         20.9948    
    -1.60670         18.8516         17.2449    
    0.557546         20.5229         21.0804    
    0.492825         20.6782         21.1711    
   -0.498301         20.0034         19.5051    
   -0.851086         19.3274         18.4763    
    0.506187         19.8019         20.3081    
   -0.480257         19.6080         19.1277    
   -0.265736E-01     19.8554         19.8288    
   -0.452728         19.6812         19.2285    
    0.529784         20.5183         21.0481    
    0.384073         21.7448         22.1289    
    -1.20570         19.6948         18.4891    
   -0.429681         20.0761         19.6464    
    0.412040         20.0090         20.4210    
    -1.11057         17.4597         16.3491    
   -0.197951         18.4047         18.2068    
   -0.703379         18.1560         17.4526    
    0.307548         19.2419         19.5494    
    0.206780         19.2739         19.4807    
    -1.39835         18.9084         17.5101    
   -0.257523         19.0956         18.8381    
   -0.548607         19.5910         19.0424    
    0.445449         19.8956         20.3411    
    0.181018         20.3358         20.5168    
   -0.518560         19.4089         18.8904    
    0.424159E-01     19.4180         19.4604    
    0.379312         20.0100         20.3893    
   -0.495876         19.7539         19.2580    
    -1.09105         19.6185         18.5275    
   -0.140398         20.6821         20.5417    
    -2.27207         18.6963         16.4242    
     1.37456         20.8098         22.1844    
    0.776566         20.5959         21.3724    
    0.415484         20.0977         20.5131    
    0.373433         19.7652         20.1386    
    -1.11172         18.9553         17.8436    
    0.176488         20.1941         20.3706    
   -0.583165         19.6419         19.0587    
    0.126675         19.6244         19.7511    
     1.21843         20.6243         21.8428    
   -0.691938         20.3961         19.7041    
    0.441291         21.0368         21.4781    
   -0.372837         21.0621         20.6893    
     1.35454         21.1475         22.5020    
    -1.20565         18.4921         17.2865    
    0.447041         19.7888         20.2358    
     1.16490         20.6685         21.8334    
    -1.14034         19.5536         18.4133    
     1.44666         20.9270         22.3737    
     1.02297         20.6326         21.6556    
     2.11325         20.1691         22.2824    
    -1.18819         18.3106         17.1224    
    0.556844         19.2622         19.8190    
   -0.991565         18.4178         17.4262    
   -0.813169         19.6667         18.8535    
    0.151785         19.9748         20.1266    
   -0.235192         19.5252         19.2900    
     1.76668         20.8310         22.5977    
    0.594713         20.2232         20.8179    
     1.92476         22.6893         24.6141    
   -0.131497         21.5606         21.4291    
    0.263939         19.9882         20.2521    
    0.363475         20.0246         20.3881    
    -1.01155         18.6631         17.6516    
    0.346376         18.3116         18.6580    
   -0.703139         19.3468         18.6436    
    0.447383         20.6444         21.0918    
    0.439570         20.8449         21.2844    
   -0.673088         20.1734         19.5003    
    0.620553         20.7388         21.3594    
    -1.59101         19.5257         17.9347    
   -0.338409         19.8127         19.4743    
   -0.325133E-01     19.9796         19.9471    
    0.748903         21.0469         21.7958    
   -0.622286         19.1739         18.5516    
    0.395450         19.9796         20.3751    
    0.974466E-01     19.5493         19.6467    
     1.13990         20.6876         21.8275    
    -1.91605         17.8861         15.9701    
    0.267311         19.2021         19.4694    
    0.560033         19.7478         20.3078    
     1.03055         20.4407         21.4712    
    0.791353         21.2955         22.0869    
   -0.693078         20.4860         19.7929    
    0.422331         20.4375         20.8598    
   -0.457146         19.5435         19.0864    
   -0.587931         19.4722         18.8843    
    0.316042         20.1362         20.4522    
    0.936399         21.1188         22.0552    
   -0.546343         18.7210         18.1746    
   -0.605113         18.5843         17.9792    
    0.522661         19.3039         19.8266    
    0.683290E-01     18.7538         18.8221    
    0.366026         19.3524         19.7184    
   -0.241163         18.8020         18.5609    
    0.647503         20.2777         20.9252    
    0.473917         20.4554         20.9293    
   -0.388474         19.6755         19.2870    
    0.931608         20.0195         20.9511    
   -0.730955         18.9415         18.2106    
    0.467102         18.9612         19.4283    
    0.721276E-01     18.8169         18.8890    
    0.373654         19.5541         19.9278    
    0.146356         19.5314         19.6777    
   -0.124197         19.5816         19.4574    
    -2.62716         18.4704         15.8432    
     2.86289         21.4617         24.3246    
   -0.101160         19.7067         19.6055    
    0.472188         19.9859         20.4581    
    0.962946E-01     19.4829         19.5792    
   -0.738809         19.5989         18.8601    
   -0.129756         19.5380         19.4082    
   -0.179105         19.5569         19.3778    
    0.306745         19.8218         20.1286    
   -0.529521E-02     18.3339         18.3287    
    0.382016         19.2755         19.6575    
    0.473991E-01     19.0930         19.1404    
   -0.613616         19.5355         18.9218    
    0.581689         20.1873         20.7690    
    -1.30125         19.1605         17.8592    
   -0.458789         19.9825         19.5237    
    0.145045         20.1333         20.2783    
   -0.923780E-01     19.5729         19.4805    
    0.757971         21.6931         22.4511    
   -0.834817         20.6163         19.7814    
   -0.295961         20.8923         20.5963    
    -1.42344         18.8816         17.4582    
    0.471418         20.4708         20.9422    
     1.11080         21.0540         22.1648    
   -0.629106         18.7945         18.1654    
    -1.46779         18.9077         17.4399    
    0.226309         19.2684         19.4947    
   -0.288595         19.9892         19.7006    
   -0.512652E-01     19.9294         19.8782    
    0.900835         21.6044         22.5053    
    0.946751         21.4103         22.3571    
   -0.268445E-01     20.8794         20.8525    
   -0.665689         19.8380         19.1723    
    -1.05937         19.6233         18.5639    
   -0.712278         19.8125         19.1003    
    0.270604         20.6330         20.9036    
   -0.427098         20.3113         19.8842    
    0.804041E-01     20.1808         20.2612    
   -0.484765         20.0104         19.5256    
   -0.241750         19.7762         19.5345    
   -0.536768         19.9360         19.3992    
    0.157217         19.2473         19.4045    
   -0.204443         19.1723         18.9678    
   -0.946056         18.9488         18.0028    
   -0.283810         19.6515         19.3676    
   -0.210021E-01     19.5461         19.5251    
   -0.199918         19.5150         19.3151    
    0.426915E-01     19.4384         19.4811    
    0.983383E-01     20.2302         20.3285    
     1.10753         20.5542         21.6617    
    0.641271         20.7186         21.3599    
    0.684483         20.0238         20.7083    
   -0.213419         19.2502         19.0368    
   -0.611076         18.5188         17.9077    
    0.144000E-01     18.8599         18.8743    
   -0.440399         18.5180         18.0776    
   -0.213203         18.4315         18.2183    
    0.802261         19.5328         20.3351    
    0.280178         19.0463         19.3265    
     1.13121         20.9154         22.0466    
    0.656122         19.9626         20.6188    
    0.940923         21.6903         22.6313    
    -1.28321         19.5987         18.3155    
    0.207623         18.3217         18.5293    
   -0.293962         18.8710         18.5771    
    0.288580         18.8616         19.1502    
    0.671616         19.3204         19.9920    
   -0.507349         17.7721         17.2648    
   -0.842047         18.3496         17.5075    
   -0.918660         18.6529         17.7343    
    0.283370         20.3057         20.5891    
    0.361502         20.3214         20.6829    
    -1.69102         18.0695         16.3784    
    0.178531         20.6094         20.7879    
    0.944302         21.1596         22.1039    
    0.456604         19.8938         20.3504    
   -0.162003         19.5565         19.3945    
    -1.46691         19.8692         18.4023    
   -0.508491         19.6018         19.0933    
    -1.15500         20.0411         18.8861    
   -0.611875         19.4028         18.7910    
    0.910733         20.0986         21.0093    
   -0.551291         19.8791         19.3278    
    0.116217         20.0630         20.1792    
    0.294515         20.8567         21.1513    
    0.195268         20.2477         20.4430    
    -1.15448         19.9664         18.8120    
    0.457431         20.3907         20.8481    
   -0.568453         18.5650         17.9965    
    0.111618         19.6084         19.7200    
   -0.233846         19.2302         18.9964    
    0.843399         20.3247         21.1681    
   -0.580085         19.2100         18.6299    
     1.43123         20.0711         21.5023    
    0.760053         19.7573         20.5173    
   -0.487109         19.4920         19.0049    
   -0.807744         18.3080         17.5003    
    -1.21636         18.0852         16.8688    
    -1.31572         18.3523         17.0366    
   -0.435828         18.4717         18.0359    
    0.203315         19.7707         19.9740    
    0.288129         19.9683         20.2565    
    0.474835         20.0702         20.5450    
   -0.257806         20.0623         19.8045    
    0.368001         20.7872         21.1552    
    0.921190         19.2694         20.1905    
    0.204658         20.4330         20.6377    
   -0.239812         20.1906         19.9508    
   -0.420119E-01     19.9382         19.8962    
   -0.195334         19.8575         19.6622    
    0.744224         21.1053         21.8495    
   -0.960890         19.8017         18.8408    
   -0.893075E-02     19.7082         19.6993    
   -0.818758         18.9034         18.0847    
     1.09205         20.4296         21.5216    
   -0.634326         19.2806         18.6463    
    0.362238         19.5975         19.9597    
   -0.724671         19.8647         19.1401    
   -0.784971         20.0326         19.2476    
   -0.376496         20.0546         19.6781    
    0.214006         20.4044         20.6184    
   -0.483857         21.0974         20.6135    
    0.169009         20.4901         20.6591    
    0.684486         20.8529         21.5374    
   -0.188054         21.0507         20.8626    
    -1.02583         18.9273         17.9014    
    0.441920         19.6541         20.0960    
     1.11998         20.1706         21.2906    
   -0.441202         18.8508         18.4096    
    0.585834         19.6939         20.2798    
   -0.998896         19.7431         18.7442    
   -0.220227E-01     19.8226         19.8005    
   -0.672664         19.3828         18.7101    
   -0.396893         19.5332         19.1363    
    0.951816         19.8609         20.8127    
    -1.19076         17.6820         16.4912    
    0.116897         18.3951         18.5120    
   -0.984302         18.5358         17.5515    
   -0.476444         19.0136         18.5372    
     1.51660         18.5237         20.0403    
   -0.531550         18.4180         17.8865    
     1.46496         20.4520         21.9170    
   -0.773100         19.7551         18.9820    
    -1.09573         19.2010         18.1053    
    0.597133E-01     22.9790         23.0387    
   -0.306129E-01     24.0374         24.0068    
    0.157218         23.8242         23.9814    
   -0.751866         22.0938         21.3420    
     1.39774         24.3035         25.7013    
    0.625644         23.5962         24.2219    
    0.364038         23.3109         23.6750    
   -0.256258         22.4752         22.2190    
     1.29358         24.0529         25.3465    
     1.23368         24.2594         25.4931    
    0.788941         23.8700         24.6589    
    0.414435         22.7417         23.1561    
    0.375105         23.4323         23.8074    
   -0.117852         22.7638         22.6460    
    0.782325         23.7671         24.5495    
   -0.309196E-01     22.8706         22.8397    
    0.752680         23.7348         24.4875    
    0.101475         21.8509         21.9524    
   -0.376121E-01     23.2625         23.2249    
    0.336087         23.2451         23.5811    
   -0.254756         22.6360         22.3813    
    0.398132         22.9476         23.3458    
   -0.592966         22.2671         21.6742    
   -0.415209         22.0395         21.6242    
