id p is gen f foc0 g1
56 19.1779200333118 0 1 0 1 0
57 19.2466770817003 0 1 0 1 0
58 20.9737124936384 0 1 0 1 0
59 20.8256254123808 0 1 0 1 0
60 19.2036853622096 0 1 0 1 0
61 19.7212439992477 0 1 0 1 0
62 19.393297649625 0 1 0 1 0
63 17.920171252275 0 1 0 1 0
64 21.7896298334623 0 1 0 1 0
65 20.2937488766204 0 1 0 1 0
66 20.3530085484844 0 1 0 1 0
67 18.8344033113741 0 1 0 1 0
68 19.6514507378805 0 1 0 1 0
69 19.6955326313586 0 1 0 1 0
70 21.5894953129343 0 1 0 1 0
71 17.266993434691 0 1 0 1 0
72 18.0290886953949 0 1 0 1 0
73 18.7863204540251 0 1 0 1 0
74 19.5129862804899 0 1 0 1 0
75 21.575978578304 0 1 0 1 0
76 18.7461409120654 0 1 0 1 0
77 18.5145934916527 0 1 0 1 0
78 21.6864089400632 0 1 0 1 0
79 19.5475716513082 0 1 0 1 0
80 20.9898305914829 0 1 0 1 0
81 19.2205834859946 0 1 0 1 0
82 19.8579793957963 0 1 0 1 0
83 19.7120714627 0 1 0 1 0
84 20.5897856559983 0 1 0 1 0
85 18.1358229308097 0 1 0 1 0
86 21.2595673664097 0 1 0 1 0
87 21.0053266786637 0 1 0 1 0
88 19.0078137021859 0 1 0 1 0
89 18.4646900080096 0 1 0 1 0
90 20.3452404611981 0 1 0 1 0
91 19.8457353440458 0 1 0 1 0
92 18.4978961402871 0 1 0 1 0
93 18.7504669586858 0 1 0 1 0
94 20.0361960841314 0 1 0 1 0
95 18.8662524484026 0 1 0 1 0
96 19.1708769345427 0 1 0 1 0
97 21.3461913440154 0 1 0 1 0
98 19.3410456008388 0 1 0 1 0
99 19.4979904255647 0 1 0 1 0
100 19.8868466099749 0 1 0 1 0
101 19.6136674596023 0 1 0 1 0
102 20.8185188352568 0 1 0 1 0
103 21.1374897160851 0 1 0 1 0
104 20.8367390314025 0 1 0 1 0
105 20.9533519409139 0 1 0 1 0
106 19.7069896399133 0 1 0 1 0
107 20.2035993299907 0 1 0 1 0
108 19.7133168453536 0 1 0 1 0
109 18.3028277359821 0 1 0 1 0
110 18.8264928877678 0 1 0 1 0
111 18.659385825192 0 1 0 1 0
112 18.3266503587765 0 1 0 1 0
113 19.4442871058095 0 1 0 1 0
114 19.1870295403318 0 1 0 1 0
115 20.4900046973955 0 1 0 1 0
116 20.5050389707374 0 1 0 1 0
117 18.4057577221179 0 1 0 1 0
118 20.3711739052344 0 1 0 1 0
119 22.5400633857633 0 1 0 1 0
120 20.0433584597602 0 1 0 1 0
121 19.6354300219799 0 1 0 1 0
122 20.0840411684206 0 1 0 1 0
123 20.4773441973232 0 1 0 1 0
124 18.0866676540329 0 1 0 1 0
125 21.9741635487178 0 1 0 1 0
126 19.5026449176306 0 1 0 1 0
127 18.048334872636 0 1 0 1 0
128 16.6161531312751 0 1 0 1 0
129 18.5431746727847 0 1 0 1 0
130 19.6317015587614 0 1 0 1 0
131 21.7751923317733 0 1 0 1 0
132 17.0334228429223 0 1 0 1 0
133 20.4253604693843 0 1 0 1 0
134 19.9007324927974 0 1 0 1 0
135 20.7626959879082 0 1 0 1 0
136 22.2570591332968 0 1 0 1 0
137 19.9043260819353 0 1 0 1 0
138 20.1694893132328 0 1 0 1 0
139 20.2404019723536 0 1 0 1 0
140 19.6000914790586 0 1 0 1 0
141 19.0433601746622 0 1 0 1 0
142 18.207810938006 0 1 0 1 0
143 20.2063567106045 0 1 0 1 0
144 18.0160174035946 0 1 0 1 0
145 19.6506340763077 0 1 0 1 0
146 18.6284618672104 0 1 0 1 0
147 20.2565189475141 0 1 0 1 0
148 19.984341282461 0 1 0 1 0
149 18.1830688893395 0 1 0 1 0
150 16.9364417230376 0 1 0 1 0
151 18.7239678823805 0 1 0 1 0
152 18.8548726646059 0 1 0 1 0
153 20.5598602382738 0 1 0 1 0
154 20.2172199668211 0 1 0 1 0
155 19.0979309498683 0 1 0 1 0
156 22.6665814182957 0 1 0 1 0
157 19.174536210729 0 1 0 1 0
158 20.1514917629226 0 1 0 1 0
159 17.5832139274189 0 1 0 1 0
160 18.9153112566007 0 1 0 1 0
161 19.8646304527007 0 1 0 1 0
162 20.0663757470984 0 1 0 1 0
163 20.2731724474454 0 1 0 1 0
164 19.2002158593821 0 1 0 1 0
165 20.7958496731726 0 1 0 1 0
166 19.9704844498446 0 1 0 1 0
167 17.4784654911136 0 1 0 1 0
168 19.9151049903926 0 1 0 1 0
169 19.603469129347 0 1 0 1 0
170 21.2206442274879 0 1 0 1 0
171 20.5759300103856 0 1 0 1 0
172 18.5132233707781 0 1 0 1 0
173 19.3606396947833 0 1 0 1 0
174 19.4756544739966 0 1 0 1 0
175 19.8224228128534 0 1 0 1 0
176 18.9665897708417 0 1 0 1 0
177 20.0024332821241 0 1 0 1 0
178 18.2791016740504 0 1 0 1 0
179 19.5898694409433 0 1 0 1 0
180 22.1860102486875 0 1 0 1 0
181 20.6399030427632 0 1 0 1 0
182 18.9612874493773 0 1 0 1 0
183 18.3757109892585 0 1 0 1 0
184 17.2264664642906 0 1 0 1 0
185 21.3064379836576 0 1 0 1 0
186 21.3351744994926 0 1 0 1 0
187 18.2614206010941 0 1 0 1 0
188 18.9163318315929 0 1 0 1 0
189 20.6817012428421 0 1 0 1 0
190 19.3672901427637 0 1 0 1 0
191 18.7814935932902 0 1 0 1 0
192 20.2099601442918 0 1 0 1 0
193 20.772548377855 0 1 0 1 0
194 18.6928488980855 0 1 0 1 0
195 18.8946511124937 0 1 0 1 0
196 17.7328498446709 0 1 0 1 0
197 19.3848830651225 0 1 0 1 0
198 19.2623221481264 0 1 0 1 0
199 19.2218298935271 0 1 0 1 0
200 20.1910732174435 0 1 0 1 0
201 17.9598485352794 0 1 0 1 0
202 20.8963492090294 0 1 0 1 0
203 21.1710166432282 0 1 0 1 0
204 20.6377843611058 0 1 0 1 0
205 22.7934760532677 0 1 0 1 0
206 20.2540668425974 0 1 0 1 0
207 20.7694266544249 0 1 0 1 0
208 20.4589472118467 0 1 0 1 0
209 21.647050051711 0 1 0 1 0
210 19.2955725215057 0 1 0 1 0
211 20.0181565330058 0 1 0 1 0
212 21.1675138960891 0 1 0 1 0
213 18.0170938660658 0 1 0 1 0
214 21.7398082724564 0 1 0 1 0
215 19.3862048030947 0 1 0 1 0
216 21.2868826323616 0 1 0 1 0
217 21.1747838596707 0 1 0 1 0
218 20.2893821041024 0 1 0 1 0
219 18.3636315300439 0 1 0 1 0
220 20.5798775330615 0 1 0 1 0
221 19.9625907729472 0 1 0 1 0
222 19.5259122681644 0 1 0 1 0
223 18.9469973674109 0 1 0 1 0
224 20.1510772944226 0 1 0 1 0
225 21.4535942497468 0 1 0 1 0
226 19.2804766094662 0 1 0 1 0
227 19.4587080939175 0 1 0 1 0
228 19.1638064887033 0 1 0 1 0
229 20.8439960378082 0 1 0 1 0
230 19.1688276925625 0 1 0 1 0
231 20.2005817898766 0 1 0 1 0
232 18.0613243307857 0 1 0 1 0
233 20.3771481069899 0 1 0 1 0
234 21.0867017046381 0 1 0 1 0
235 21.7337327056065 0 1 0 1 0
236 18.2098620150052 0 1 0 1 0
237 20.1554541520536 0 1 0 1 0
238 20.8534049707645 0 1 0 1 0
239 20.8492109865708 0 1 0 1 0
240 20.4453709061107 0 1 0 1 0
241 20.3082939017185 0 1 0 1 0
242 19.4210128670391 0 1 0 1 0
243 20.4830473010308 0 1 0 1 0
244 20.5841742027213 0 1 0 1 0
245 19.9672342033529 0 1 0 1 0
246 21.3109196082259 0 1 0 1 0
247 20.1415778815501 0 1 0 1 0
248 18.2923892878621 0 1 0 1 0
249 21.825773329648 0 1 0 1 0
250 17.987529209933 0 1 0 1 0
251 19.9684895006472 0 1 0 1 0
252 19.8377000149197 0 1 0 1 0
253 19.6474251757637 0 1 0 1 0
254 19.3050366349227 0 1 0 1 0
255 20.7284271882504 0 1 0 1 0
256 21.1814757025963 0 1 0 1 0
257 18.3418686692282 0 1 0 1 0
258 22.6066488413039 0 1 0 1 0
259 19.9499345182951 0 1 0 1 0
260 17.4614941223539 0 1 0 1 0
261 20.004076341734 0 1 0 1 0
262 20.4223984878597 0 1 0 1 0
263 22.5741349732818 0 1 0 1 0
264 21.055442842399 0 1 0 1 0
265 17.6197605341307 0 1 0 1 0
266 19.0504131616204 0 1 0 1 0
267 19.9125021181699 0 1 0 1 0
268 20.42153849256 0 1 0 1 0
269 22.3826801902932 0 1 0 1 0
270 19.5583015435736 0 1 0 1 0
271 21.2639226064502 0 1 0 1 0
272 22.143296532575 0 1 0 1 0
273 18.3824604910864 0 1 0 1 0
274 20.5802415183909 0 1 0 1 0
275 19.246332561883 0 1 0 1 0
276 19.6582972363809 0 1 0 1 0
277 20.0382894171863 0 1 0 1 0
278 21.1727139593106 0 1 0 1 0
279 21.5864647206347 0 1 0 1 0
280 20.6692429186146 0 1 0 1 0
281 18.91610280951 0 1 0 1 0
282 20.434568217206 0 1 0 1 0
283 19.8772485171611 0 1 0 1 0
284 18.1465086338057 0 1 0 1 0
285 18.7157927962818 0 1 0 1 0
286 20.5309935567026 0 1 0 1 0
287 20.5206388759614 0 1 0 1 0
288 20.2437237077919 0 1 0 1 0
289 18.3923723173684 0 1 0 1 0
290 20.7948269442513 0 1 0 1 0
291 19.9094105467661 0 1 0 1 0
292 19.8563511374081 0 1 0 1 0
293 23.2626485917554 0 1 0 1 0
294 19.2333450056623 0 1 0 1 0
295 19.3035324521993 0 1 0 1 0
296 20.0492780329254 0 1 0 1 0
297 20.5241005997735 0 1 0 1 0
298 20.0726007395122 0 1 0 1 0
299 19.4169033884979 0 1 0 1 0
300 21.2905117639091 0 1 0 1 0
301 21.4478422516162 0 1 0 1 0
302 20.5170870156535 0 1 0 1 0
303 19.9055307835742 0 1 0 1 0
304 20.2400291330925 0 1 0 1 0
305 21.039756409275 0 1 0 1 0
306 20.9426241018882 0 1 0 1 0
307 21.0512015213807 0 1 0 1 0
308 22.6396684315033 0 1 0 1 0
309 19.1895272532265 0 1 0 1 0
310 18.7591941730497 0 1 0 1 0
311 19.5923506342527 0 1 0 1 0
312 18.488455574171 0 1 0 1 0
313 19.2382428896326 0 1 0 1 0
314 20.9241538127028 0 1 0 1 0
315 19.4217931246963 0 1 0 1 0
316 19.5065142903519 0 1 0 1 0
317 20.5010239456942 0 1 0 1 0
318 19.1893979116811 0 1 0 1 0
319 21.1677887269885 0 1 0 1 0
320 19.6002516268433 0 1 0 1 0
321 17.3007490472031 0 1 0 1 0
322 19.0260666017497 0 1 0 1 0
323 19.4417963346998 0 1 0 1 0
324 19.7961897878015 0 1 0 1 0
325 20.2296667405986 0 1 0 1 0
326 18.3825285324524 0 1 0 1 0
327 19.2778452539758 0 1 0 1 0
328 20.9625962460258 0 1 0 1 0
329 20.0382962713064 0 1 0 1 0
330 18.4283958471632 0 1 0 1 0
331 19.0427088568852 0 1 0 1 0
332 20.2718454137621 0 1 0 1 0
333 21.2473482757541 0 1 0 1 0
334 19.2616568202536 0 1 0 1 0
335 18.1837990041089 0 1 0 1 0
336 19.7784473236883 0 1 0 1 0
337 20.1502568756156 0 1 0 1 0
338 19.8554964518781 0 1 0 1 0
339 19.6105388881468 0 1 0 1 0
340 19.3330906198679 0 1 0 1 0
341 18.6560461409374 0 1 0 1 0
342 19.7361829032588 0 1 0 1 0
343 19.0301831969338 0 1 0 1 0
344 20.8158450182836 0 1 0 1 0
345 22.3790829223807 0 1 0 1 0
346 19.8001329726693 0 1 0 1 0
347 17.1814129979214 0 1 0 1 0
348 21.693085414634 0 1 0 1 0
349 20.0591540792126 0 1 0 1 0
350 18.349562073991 0 1 0 1 0
351 21.5841880033473 0 1 0 1 0
352 18.9299830324524 0 1 0 1 0
353 17.0026273551121 0 1 0 1 0
354 20.0650910739081 0 1 0 1 0
355 18.0253995766094 0 1 0 1 0
356 20.2025777140807 0 1 0 1 0
357 21.7939302301382 0 1 0 1 0
358 18.0951628798662 0 1 0 1 0
359 20.1071540563303 0 1 0 1 0
360 18.0820735428979 0 1 0 1 0
361 18.3379593662273 0 1 0 1 0
362 21.0919605949499 0 1 0 1 0
363 18.9414207146899 0 1 0 1 0
364 19.1602748244172 0 1 0 1 0
365 19.2342983314705 0 1 0 1 0
366 21.2172716562575 0 1 0 1 0
367 17.4293017345734 0 1 0 1 0
368 18.4487885748045 0 1 0 1 0
369 20.3856118778061 0 1 0 1 0
370 20.013895086371 0 1 0 1 0
371 19.0422606381463 0 1 0 1 0
372 22.6765684481486 0 1 0 1 0
373 17.673002053211 0 1 0 1 0
374 18.1124263376735 0 1 0 1 0
375 21.2477525985395 0 1 0 1 0
376 19.4485411760029 0 1 0 1 0
377 19.8309134034976 0 1 0 1 0
378 19.1712681805438 0 1 0 1 0
379 21.4793951541447 0 1 0 1 0
380 19.1406150636533 0 1 0 1 0
381 21.1071131665189 0 1 0 1 0
382 19.1094113974117 0 1 0 1 0
383 18.3665471855918 0 1 0 1 0
384 22.1114895392475 0 1 0 1 0
385 19.3201875984972 0 1 0 1 0
386 16.7378238376192 0 1 0 1 0
387 19.4062462214662 0 1 0 1 0
388 16.0761215009228 0 1 0 1 0
389 20.0686554068602 0 1 0 1 0
390 21.1493580054079 0 1 0 1 0
391 21.488796005067 0 1 0 1 0
392 21.9234283485448 0 1 0 1 0
393 19.0453868361824 0 1 0 1 0
394 20.7777252589294 0 1 0 1 0
395 20.5209587194723 0 1 0 1 0
396 21.0234365335477 0 1 0 1 0
397 19.5403787901062 0 1 0 1 0
398 18.6723252924368 0 1 0 1 0
399 19.5078541288552 0 1 0 1 0
400 20.8552989681469 0 1 0 1 0
401 19.3800453192258 0 2 0 1 0
402 20.3007995469692 0 2 0 1 0
403 20.6402500119675 0 2 0 1 0
404 18.7503965599188 0 2 0 1 0
405 18.0241156748375 0 2 0 1 0
406 19.678131440422 0 2 0 1 0
407 20.5450368794402 0 2 0 1 0
408 21.1292695356553 0 2 0 1 0
409 21.3873295242112 0 2 0 1 0
410 21.0035317685714 0 2 0 1 0
411 21.6701317641296 0 2 0 1 0
412 21.9912101471944 0 2 0 1 0
413 19.9035929449369 0 2 0 1 0
414 18.8576062794352 0 2 0 1 0
415 19.4289753534112 0 2 0 1 0
416 20.5886380312611 0 2 0 1 0
417 20.1208175857736 0 2 0 1 0
418 19.3000670652651 0 2 0 1 0
419 20.7673972608651 0 2 0 1 0
420 19.8210276622991 0 2 0 1 0
421 22.1033001584897 0 2 0 1 0
422 17.1949825819036 0 2 0 1 0
423 17.0477023029985 0 2 0 1 0
424 20.7277413522854 0 2 0 1 0
425 19.6220045399526 0 2 0 1 0
426 19.6103206455786 0 2 0 1 0
427 19.1746679185479 0 2 0 1 0
428 18.8539592624438 0 2 0 1 0
429 22.349710627997 0 2 0 1 0
430 19.9181486410806 0 2 0 1 0
431 19.1122422987611 0 2 0 1 0
432 20.5135962955202 0 2 0 1 0
433 19.9093605360026 0 2 0 1 0
434 19.9510557861312 0 2 0 1 0
435 20.6370290267459 0 2 0 1 0
436 21.7053120369289 0 2 0 1 0
437 18.3717577713241 0 2 0 1 0
438 21.3825355880533 0 2 0 1 0
439 22.8995298522475 0 2 0 1 0
440 20.9049707741525 0 2 0 1 0
441 21.7304406117534 0 2 0 1 0
442 19.3717551532232 0 2 0 1 0
443 21.3403516668937 0 2 0 1 0
444 19.4466741869934 0 2 0 1 0
445 18.725929710294 0 2 0 1 0
446 17.5394852196268 0 2 0 1 0
447 18.4929309716989 0 2 0 1 0
448 18.8984160903541 0 2 0 1 0
449 22.704953307917 0 2 0 1 0
450 19.1342884881002 0 2 0 1 0
451 18.7846749363104 0 2 0 1 0
452 20.2729092452127 0 2 0 1 0
453 20.62871033077 0 2 0 1 0
454 20.134454376351 0 2 0 1 0
455 20.6564071388129 0 2 0 1 0
456 20.6782362292143 0 2 0 1 0
457 20.0594442755191 0 2 0 1 0
458 19.6217944567128 0 2 0 1 0
459 19.8771975836642 0 2 0 1 0
460 18.4461259020138 0 2 0 1 0
461 19.1505477373927 0 2 0 1 0
462 19.8360287629725 0 2 0 1 0
463 19.3155620428269 0 2 0 1 0
464 18.1541780927076 0 2 0 1 0
465 19.3798902513572 0 2 0 1 0
466 21.9958761880171 0 2 0 1 0
467 22.6035974438477 0 2 0 1 0
468 20.4593232701764 0 2 0 1 0
469 19.297476224887 0 2 0 1 0
470 19.3001692833369 0 2 0 1 0
471 20.9213057330881 0 2 0 1 0
472 19.4785266600866 0 2 0 1 0
473 20.186175986184 0 2 0 1 0
474 19.1011991206208 0 2 0 1 0
475 18.0636812682064 0 2 0 1 0
476 20.9856069791836 0 2 0 1 0
477 20.9027978036579 0 2 0 1 0
478 19.2955492063288 0 2 0 1 0
479 18.3158086732398 0 2 0 1 0
480 17.8144177965359 0 2 0 1 0
481 19.3831885248296 0 2 0 1 0
482 20.6216048818268 0 2 0 1 0
483 20.1743310025557 0 2 0 1 0
484 20.3699752875172 0 2 0 1 0
485 16.9746794435417 0 2 0 1 0
486 21.4908578780732 0 2 0 1 0
487 18.8717939289297 0 2 0 1 0
488 19.7513753797378 0 2 0 1 0
489 21.1329163342753 0 2 0 1 0
490 17.6994122688013 0 2 0 1 0
491 17.9854018468925 0 2 0 1 0
492 19.5789294352859 0 2 0 1 0
493 18.9882534193638 0 2 0 1 0
494 19.5913134240955 0 2 0 1 0
495 21.9418031920746 0 2 0 1 0
496 20.5773583919215 0 2 0 1 0
497 19.392701076758 0 2 0 1 0
498 17.5874009834506 0 2 0 1 0
499 21.8889470854402 0 2 0 1 0
500 19.4064761486022 0 2 0 1 0
501 18.6708843381025 0 2 0 1 0
502 19.6091628756084 0 2 0 1 0
503 19.6687553717771 0 2 0 1 0
504 21.3472638218033 0 2 0 1 0
505 18.5064929304561 0 2 0 1 0
506 19.6836855457804 0 2 0 1 0
507 17.4842816388987 0 2 0 1 0
508 20.7250133674248 0 2 0 1 0
509 20.9326994584644 0 2 0 1 0
510 19.9939662272994 0 2 0 1 0
511 20.9948440476665 0 2 0 1 0
512 17.2448693312824 0 2 0 1 0
513 21.0804383737785 0 2 0 1 0
514 21.1710540074632 0 2 0 1 0
515 19.5050972334275 0 2 0 1 0
516 18.4763211471186 0 2 0 1 0
517 20.3081278717719 0 2 0 1 0
518 19.1277231874448 0 2 0 1 0
519 19.8288150891519 0 2 0 1 0
520 19.22852096029 0 2 0 1 0
521 21.0480722072363 0 2 0 1 0
522 22.12891478034 0 2 0 1 0
523 18.4891203272927 0 2 0 1 0
524 19.6463883288659 0 2 0 1 0
525 20.4210463589398 0 2 0 1 0
526 16.3491012560756 0 2 0 1 0
527 18.2067636393998 0 2 0 1 0
528 17.4526361169899 0 2 0 1 0
529 19.5494243303388 0 2 0 1 0
530 19.4806661360894 0 2 0 1 0
531 17.5100724662718 0 2 0 1 0
532 18.8380593676561 0 2 0 1 0
533 19.0424225356188 0 2 0 1 0
534 20.3410752966305 0 2 0 1 0
535 20.516829964752 0 2 0 1 0
536 18.8903610916117 0 2 0 1 0
537 19.4604361279156 0 2 0 1 0
538 20.389315099424 0 2 0 1 0
539 19.2580441044999 0 2 0 1 0
540 18.5274931064282 0 2 0 1 0
541 20.5416630842933 0 2 0 1 0
542 16.4242311587949 0 2 0 1 0
543 22.184364013028 0 2 0 1 0
544 21.3724417917887 0 2 0 1 0
545 20.5131475989312 0 2 0 1 0
546 20.1386186204824 0 2 0 1 0
547 17.843555879024 0 2 0 1 0
548 20.3706195666831 0 2 0 1 0
549 19.058691128564 0 2 0 1 0
550 19.7510594579068 0 2 0 1 0
551 21.8427598744518 0 2 0 1 0
552 19.7041174466306 0 2 0 1 0
553 21.4781226009635 0 2 0 1 0
554 20.6892832096176 0 2 0 1 0
555 22.5020007602472 0 2 0 1 0
556 17.2864872617257 0 2 0 1 0
557 20.2358008234743 0 2 0 1 0
558 21.8334032406981 0 2 0 1 0
559 18.4132708675198 0 2 0 1 0
560 22.3737021884141 0 2 0 1 0
561 21.6555722348669 0 2 0 1 0
562 22.2823674806522 0 2 0 1 0
563 17.1223801108058 0 2 0 1 0
564 19.8190448075559 0 2 0 1 0
565 17.4262370084728 0 2 0 1 0
566 18.8534911490594 0 2 0 1 0
567 20.126585008225 0 2 0 1 0
568 19.2900130115249 0 2 0 1 0
569 22.5976541729884 0 2 0 1 0
570 20.8179416063784 0 2 0 1 0
571 24.6140582158691 0 2 0 1 0
572 21.4290856062773 0 2 0 1 0
573 20.252106517724 0 2 0 1 0
574 20.3881196437171 0 2 0 1 0
575 17.65159082882 0 2 0 1 0
576 18.6580137161958 0 2 0 1 0
577 18.6436334946722 0 2 0 1 0
578 21.0917953386496 0 2 0 1 0
579 21.2844445404207 0 2 0 1 0
580 19.5002843480772 0 2 0 1 0
581 21.3594015530728 0 2 0 1 0
582 17.9346842048532 0 2 0 1 0
583 19.474340618787 0 2 0 1 0
584 19.9470512834222 0 2 0 1 0
585 21.7957995289608 0 2 0 1 0
586 18.5515863261467 0 2 0 1 0
587 20.3750570994139 0 2 0 1 0
588 19.646743611778 0 2 0 1 0
589 21.8274638871325 0 2 0 1 0
590 15.9700609633266 0 2 0 1 0
591 19.4693928137941 0 2 0 1 0
592 20.3078401914079 0 2 0 1 0
593 21.4712409177261 0 2 0 1 0
594 22.0868519642944 0 2 0 1 0
595 19.7929109855601 0 2 0 1 0
596 20.8597888132819 0 2 0 1 0
597 19.0863968333474 0 2 0 1 0
598 18.8842893129555 0 2 0 1 0
599 20.4522411365339 0 2 0 1 0
600 22.0551545614077 0 2 0 1 0
601 18.1746073605751 0 2 0 1 0
602 17.9792225873071 0 2 0 1 0
603 19.826575172672 0 2 0 1 0
604 18.8221322803429 0 2 0 1 0
605 19.7184490550238 0 2 0 1 0
606 18.5608576658805 0 2 0 1 0
607 20.9252354999989 0 2 0 1 0
608 20.9293237695548 0 2 0 1 0
609 19.2870257880936 0 2 0 1 0
610 20.9510867710322 0 2 0 1 0
611 18.2105671341947 0 2 0 1 0
612 19.4283354187679 0 2 0 1 0
613 18.8890363132014 0 2 0 1 0
614 19.9277966030329 0 2 0 1 0
615 19.6777319279981 0 2 0 1 0
616 19.4573534484746 0 2 0 1 0
617 15.8432295698829 0 2 0 1 0
618 24.3245826586808 0 2 0 1 0
619 19.6054978608854 0 2 0 1 0
620 20.4581260028243 0 2 0 1 0
621 19.5792390041574 0 2 0 1 0
622 18.8600775541729 0 2 0 1 0
623 19.4082295029314 0 2 0 1 0
624 19.3777784843943 0 2 0 1 0
625 20.1285788540392 0 2 0 1 0
626 18.3286528315414 0 2 0 1 0
627 19.6575419266317 0 2 0 1 0
628 19.1404470282121 0 2 0 1 0
629 18.9218404548297 0 2 0 1 0
630 20.7689840722838 0 2 0 1 0
631 17.8592148328353 0 2 0 1 0
632 19.5236687222721 0 2 0 1 0
633 20.2783282956497 0 2 0 1 0
634 19.4805048657342 0 2 0 1 0
635 22.4510993975173 0 2 0 1 0
636 19.7814372990915 0 2 0 1 0
637 20.5963469708344 0 2 0 1 0
638 17.4581582356999 0 2 0 1 0
639 20.9421947911091 0 2 0 1 0
640 22.1647659420887 0 2 0 1 0
641 18.1653743989953 0 2 0 1 0
642 17.4399010052001 0 2 0 1 0
643 19.4946879308146 0 2 0 1 0
644 19.7005615297034 0 2 0 1 0
645 19.8781557901023 0 2 0 1 0
646 22.5052734396764 0 2 0 1 0
647 22.3570636480374 0 2 0 1 0
648 20.852534296618 0 2 0 1 0
649 19.172263657252 0 2 0 1 0
650 18.5638947234733 0 2 0 1 0
651 19.1002673607064 0 2 0 1 0
652 20.9035966179902 0 2 0 1 0
653 19.8841537651282 0 2 0 1 0
654 20.2611768351112 0 2 0 1 0
655 19.5256318328115 0 2 0 1 0
656 19.534461258799 0 2 0 1 0
657 19.3991831346365 0 2 0 1 0
658 19.4045071985859 0 2 0 1 0
659 18.967815565209 0 2 0 1 0
660 18.0027839217757 0 2 0 1 0
661 19.3676489752521 0 2 0 1 0
662 19.5251165343153 0 2 0 1 0
663 19.315065501829 0 2 0 1 0
664 19.4811100678152 0 2 0 1 0
665 20.3284940632287 0 2 0 1 0
666 21.6617065765947 0 2 0 1 0
667 21.359903860071 0 2 0 1 0
668 20.708282292223 0 2 0 1 0
669 19.0367520542828 0 2 0 1 0
670 17.9077088931427 0 2 0 1 0
671 18.8742773789377 0 2 0 1 0
672 18.0775566833144 0 2 0 1 0
673 18.2183416966514 0 2 0 1 0
674 20.3350501904732 0 2 0 1 0
675 19.3264590201646 0 2 0 1 0
676 22.0465609509687 0 2 0 1 0
677 20.6187662211597 0 2 0 1 0
678 22.631265102668 0 2 0 1 0
679 18.3154776471298 0 2 0 1 0
680 18.5292969669301 0 2 0 1 0
681 18.5770670100335 0 2 0 1 0
682 19.1501785202792 0 2 0 1 0
683 19.9919852153811 0 2 0 1 0
684 17.2647892476131 0 2 0 1 0
685 17.5075419225971 0 2 0 1 0
686 17.7342503029512 0 2 0 1 0
687 20.5891200556842 0 2 0 1 0
688 20.6829313913422 0 2 0 1 0
689 16.3784324290097 0 2 0 1 0
690 20.7879182574458 0 2 0 1 0
691 22.10394888157 0 2 0 1 0
692 20.3504390627202 0 2 0 1 0
693 19.3944841441579 0 2 0 1 0
694 18.4023332174658 0 2 0 1 0
695 19.0933206075493 0 2 0 1 0
696 18.8860643186458 0 2 0 1 0
697 18.7909714497036 0 2 0 1 0
698 21.0093407809269 0 2 0 1 0
699 19.3278454846186 0 2 0 1 0
700 20.179244101102 0 2 0 1 0
701 21.1512521275189 0 2 0 1 0
702 20.4429649023568 0 2 0 1 0
